codigo_uni,nombre,genero,edad,ciclo_academico,condicion_socioeconomica,nombre_carrera,facultad,area_academica,fecha_registro,puntaje_estres,inasistencias_lms,indice_sentimiento,asistencia_cita_flag,nota_promedio
20240603,Tomas Ramirez,M,22,II,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-09,66,10,-0.4,1,13.8
20240604,Carmen Arce,F,18,I,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-23,21,4,0.03,0,14.4
20240605,Marck Arce,M,21,VIII,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-20,12,4,0.27,0,14.9
20240606,Rodrigo Antunez,M,18,VIII,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-07,49,0,0.82,0,14.3
20240607,Angel Ramirez,M,23,III,Baja,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-15,42,3,0.73,0,14.6
20240608,Rosa Ismino,F,21,VIII,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-16,40,2,0.29,0,15.0
20240609,Victor Ortiz,M,21,III,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-20,74,9,-0.15,1,14.1
20240610,Hector Vasquez,M,18,IX,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-22,85,7,-0.43,0,12.4
20240611,Emilio Vasquez,M,18,IX,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-26,54,4,0.87,0,18.3
20240612,Claudia Rojas,F,26,X,Alta,Administracion,Ciencias Empresariales,Negocios,2026-05-29,44,4,0.79,0,17.9
20240613,Jose Pino,M,24,IV,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-03,34,5,0.72,0,19.3
20240614,Pedro Castro,M,26,IX,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-18,11,0,0.89,0,17.2
20240615,Andres Tello,M,24,IX,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-23,50,4,0.35,0,14.3
20240616,Sofia Cano,F,18,VIII,Media,Derecho,Derecho y Humanidades,Letras,2026-06-21,47,4,0.71,0,19.6
20240617,Diego Rios,M,22,V,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-15,57,1,0.11,0,17.1
20240618,Hector Antunez,M,20,VII,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-06,100,17,-0.86,1,9.0
20240619,Javier Gil,M,26,IX,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-07,37,3,0.69,0,19.7
20240620,Lucia Vasquez,F,26,III,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-05-09,42,4,0.12,0,15.3
20240621,Felipe Ortiz,M,19,X,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-08,28,0,0.52,0,14.7
20240622,Sofia Rivas,F,18,III,Alta,Administracion,Ciencias Empresariales,Negocios,2026-05-04,29,2,0.22,0,18.9
20240623,Brenda Lopez,F,18,VII,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-06,31,3,0.48,0,18.3
20240624,Simon Celi,M,25,VIII,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-10,30,0,0.8,0,18.0
20240625,Daniela Aguilar,F,26,I,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-17,63,12,-0.59,1,11.1
20240626,Marck Pino,M,26,II,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-06,58,3,0.5,0,14.1
20240627,Juan Rojas,M,21,IV,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-06,48,2,0.4,0,14.3
20240628,Camila Sanchez,F,24,I,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-25,64,6,-0.37,0,12.0
20240629,Elena Vasquez,F,22,VII,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-04,30,1,0.03,0,14.4
20240630,Camila Morales,F,22,VII,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-13,80,10,-0.55,1,12.8
20240631,Jorge Torres,M,23,VIII,Baja,Administracion,Ciencias Empresariales,Negocios,2026-05-05,36,5,0.23,0,19.3
20240632,Rodrigo Antunez,M,21,IX,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-20,38,0,0.85,0,17.0
20240633,Gabriela Vargas,F,21,IX,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-05-03,93,22,-0.8,0,7.8
20240634,Mateo Rojas,M,22,VII,Media,Derecho,Derecho y Humanidades,Letras,2026-06-07,28,0,0.16,1,17.2
20240635,Diana Ismino,F,20,IX,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-14,30,5,0.95,0,17.8
20240636,Jorge Diaz,M,23,VI,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-06-08,83,7,-0.31,1,11.0
20240637,Maria Solis,F,20,VII,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-18,15,5,0.65,0,17.2
20240638,Hector Solis,M,19,VI,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-25,85,12,-0.28,1,11.0
20240639,Carmen Cruz,F,18,IV,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-18,83,8,-0.58,1,13.9
20240640,Diego Flores,M,25,VI,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-01,55,4,0.21,0,15.2
20240641,Patricia Rojas,F,26,VIII,Alta,Derecho,Derecho y Humanidades,Letras,2026-06-12,53,5,0.6,0,15.1
20240642,Gersson Chavez,M,21,IX,Baja,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-13,11,5,0.68,0,17.7
20240643,Juan Vega,M,18,VI,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-18,94,27,-0.85,0,9.3
20240644,Diego Torres,M,22,VII,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-21,89,23,-0.98,0,9.6
20240645,Diego Caro,M,24,II,Alta,Derecho,Derecho y Humanidades,Letras,2026-05-11,63,11,-0.32,1,11.1
20240646,Sebastian Celi,M,23,V,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-31,71,12,-0.66,0,12.2
20240647,Alejandro Alba,M,25,II,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-07,86,14,-0.89,0,11.0
20240648,Luis Cruz,M,18,V,Baja,Administracion,Ciencias Empresariales,Negocios,2026-05-05,86,30,-0.98,1,10.8
20240649,Laura Paz,F,21,X,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-30,60,3,0.88,0,17.7
20240650,Jose Gomez,M,25,IX,Media,Derecho,Derecho y Humanidades,Letras,2026-05-07,95,15,-0.82,0,10.8
20240651,Jorge Rios,M,24,VIII,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-12,62,6,-0.61,1,13.0
20240652,Juliana Mora,F,20,III,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-08,72,6,-0.38,0,13.3
20240653,Andrea Arce,F,18,VII,Media,Derecho,Derecho y Humanidades,Letras,2026-05-13,22,0,0.34,0,18.0
20240654,Tomas Caro,M,23,X,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-09,71,7,-0.63,0,14.1
20240655,Valeria Perez,F,21,IV,Media,Derecho,Derecho y Humanidades,Letras,2026-05-16,59,2,0.81,0,16.3
20240656,Juan Ortiz,M,18,II,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-05,90,27,-0.94,1,9.6
20240657,Maria Fernandez,F,21,V,Alta,Derecho,Derecho y Humanidades,Letras,2026-06-26,66,8,-0.19,0,11.9
20240658,Claudia Chavez,F,19,I,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-25,17,2,0.94,0,15.8
20240659,Rodrigo Vargas,M,26,X,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-08,100,17,-0.76,1,7.9
20240660,Raul Alba,M,24,IV,Alta,Derecho,Derecho y Humanidades,Letras,2026-06-24,60,1,0.33,0,14.3
20240661,Angel Peña,M,25,IV,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-20,52,4,0.06,0,17.1
20240662,Simon Ortiz,M,25,IX,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-21,43,5,0.48,0,19.7
20240663,Emilio Gil,M,18,IV,Alta,Derecho,Derecho y Humanidades,Letras,2026-05-29,35,1,0.31,0,19.3
20240664,Hugo Chavez,M,26,II,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-19,32,1,0.58,0,16.8
20240665,Valeria Vega,F,24,VI,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-18,21,3,0.23,0,17.9
20240666,Claudia Peña,F,26,IX,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-20,68,6,-0.62,0,12.3
20240667,Catalina Aguilar,F,22,V,Baja,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-13,18,5,0.74,1,19.5
20240668,Claudia Rios,F,24,VII,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-31,58,1,0.87,0,15.4
20240669,Silvia Vera,F,26,VIII,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-22,30,1,0.43,0,19.7
20240670,Patricia Arce,F,18,VI,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-20,10,3,0.81,0,19.0
20240671,Catalina Herrera,F,24,IX,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-07,98,14,-0.72,1,7.7
20240672,Jose Alba,M,24,VII,Alta,Administracion,Ciencias Empresariales,Negocios,2026-05-05,22,3,0.11,0,17.4
20240673,Carlos Vargas,M,19,IX,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-22,41,0,0.19,0,14.4
20240674,Silvia Silva,F,26,II,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-24,20,2,0.86,0,16.5
20240675,Gabriela Paz,F,25,II,Media,Derecho,Derecho y Humanidades,Letras,2026-05-09,29,3,0.82,0,18.0
20240676,Andres Gil,M,21,IX,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-18,65,9,-0.65,0,12.4
20240677,Ricardo Cano,M,25,VIII,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-17,96,27,-0.9,1,10.8
20240678,Claudia Sanchez,F,24,IV,Alta,Administracion,Ciencias Empresariales,Negocios,2026-05-30,52,1,0.7,0,14.6
20240679,Juliana Vargas,F,22,IX,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-14,23,3,0.41,0,18.6
20240680,Laura Antunez,F,26,VI,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-05-11,77,6,-0.42,1,11.3
20240681,Samantha Luna,F,21,VII,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-17,100,17,-0.9,1,10.4
20240682,Elena Arce,F,21,VIII,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-06-22,66,7,-0.2,0,13.1
20240683,Gabriela Frias,F,24,III,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-13,75,8,-0.59,0,13.5
20240684,Ana Celi,F,26,II,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-29,86,14,-0.77,0,10.5
20240685,Silvia Fernandez,F,19,I,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-01,67,11,-0.3,0,11.8
20240686,Miguel Mesa,M,20,III,Alta,Administracion,Ciencias Empresariales,Negocios,2026-06-02,91,23,-0.83,0,7.9
20240687,Javier Vega,M,19,IV,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-23,61,9,-0.3,0,11.0
20240688,Elena Mesa,F,22,X,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-05,36,2,0.77,0,17.0
20240689,Jose Cano,M,20,V,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-10,53,5,0.13,0,15.1
20240690,Angel Mesa,M,25,II,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-08,38,3,0.51,0,18.5
20240691,Juan Flores,M,18,X,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-16,58,1,0.62,0,14.4
20240692,Rosa Soto,F,21,I,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-06-17,18,2,0.32,1,18.7
20240693,Victor Pino,M,22,I,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-22,78,6,-0.16,0,13.3
20240694,Gonzalo Tello,M,21,X,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-12,10,0,0.87,0,14.4
20240695,Gersson Ramirez,M,20,II,Alta,Derecho,Derecho y Humanidades,Letras,2026-05-16,37,5,0.47,0,15.0
20240696,Martina Diaz,F,22,V,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-10,76,6,-0.13,1,12.3
20240697,Valeria Vega,F,26,X,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-18,76,6,-0.24,0,12.5
20240698,Ricardo Mendoza,M,26,III,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-17,29,3,0.28,0,17.4
20240699,Diana Nunez,F,21,III,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-01,56,5,0.37,0,16.4
20240700,Samantha Ortiz,F,24,VIII,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-27,17,3,0.93,0,15.0
20240701,Alejandro Herrera,M,23,IX,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-10,54,0,0.65,0,19.6
20240702,Ana Ortiz,F,18,III,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-06-30,26,1,0.6,0,19.7
20240703,Laura Castro,F,24,VII,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-03,37,1,0.83,0,15.5
20240704,Rodrigo Soto,M,22,VII,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-07,59,2,0.81,0,15.6
20240705,Gonzalo Mendoza,M,18,III,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-07,97,26,-0.84,1,9.9
20240706,Brenda Sanchez,F,20,IV,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-02,38,4,0.81,1,15.1
20240707,Laura Fernandez,F,22,VII,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-25,15,2,0.09,1,14.7
20240708,Silvia Nunez,F,25,II,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-18,10,5,0.58,1,19.9
20240709,Juan Soto,M,26,V,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-06-18,74,8,-0.47,1,14.1
20240710,Hugo Mesa,M,24,VII,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-23,16,0,0.46,0,18.2
20240711,Gersson Gomez,M,19,IX,Media,Derecho,Derecho y Humanidades,Letras,2026-05-24,53,5,0.87,0,17.1
20240712,Antonella Morales,F,18,VI,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-13,48,3,0.4,1,17.7
20240713,Valeria Nunez,F,19,VII,Media,Derecho,Derecho y Humanidades,Letras,2026-06-15,94,29,-0.99,0,9.2
20240714,Catalina Arce,F,25,III,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-31,25,1,0.21,0,18.5
20240715,Camila Muro,F,18,III,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-19,84,8,-0.3,0,14.3
20240716,Ricardo Mora,M,25,II,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-25,79,12,-0.14,1,11.2
20240717,Diana Frias,F,24,IX,Media,Derecho,Derecho y Humanidades,Letras,2026-05-15,70,6,-0.62,0,12.2
20240718,Marck Cano,M,23,III,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-06,29,0,0.59,0,15.1
20240719,Laura Ortiz,F,20,IX,Baja,Derecho,Derecho y Humanidades,Letras,2026-05-07,44,3,0.32,0,18.9
20240720,Catalina Leon,F,20,X,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-17,54,0,0.6,0,15.9
20240721,Patricia Muro,F,25,IV,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-15,13,2,0.15,0,18.3
20240722,Diego Caro,M,18,III,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-20,52,1,0.99,0,17.3
20240723,Hugo Herrera,M,24,VII,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-19,22,5,0.86,0,16.4
20240724,Sebastian Torres,M,22,VIII,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-06,97,28,-0.91,0,7.7
20240725,Pedro Frias,M,18,VI,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-13,19,3,0.95,0,16.6
20240726,Marck Rios,M,25,III,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-02,47,3,0.97,0,17.8
20240727,Silvia Luna,F,25,V,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-11,59,5,0.99,1,18.0
20240728,Claudia Pino,F,24,V,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-24,87,15,-0.96,0,9.9
20240729,Ximena Cano,F,25,V,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-20,34,3,1.0,0,18.2
20240730,Monica Lopez,F,26,III,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-26,44,4,0.49,0,17.1
20240731,Jose Pino,M,19,IV,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-12,54,1,0.01,0,16.7
20240732,Ximena Ramirez,F,20,II,Baja,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-24,15,0,0.51,0,16.2
20240733,Catalina Perez,F,21,V,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-12,18,4,0.49,0,15.9
20240734,Tomas Mora,M,26,IV,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-12,25,0,0.19,0,15.8
20240735,Tomas Arce,M,21,X,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-09,37,0,0.55,0,15.6
20240736,Valeria Castro,F,22,VII,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-04,81,11,-0.53,0,13.2
20240737,Sebastian Mesa,M,26,X,Alta,Administracion,Ciencias Empresariales,Negocios,2026-06-22,74,9,-0.67,0,13.1
20240738,Gabriela Ismino,F,26,VII,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-10,100,23,-0.77,0,7.7
20240739,Astrid Soto,F,21,VII,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-12,29,4,0.82,0,16.9
20240740,Angel Silva,M,26,V,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-27,91,25,-0.95,1,10.6
20240741,Rosa Chavez,F,18,IX,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-12,92,21,-0.98,1,10.3
20240742,Diego Solis,M,24,VIII,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-05-23,42,2,0.28,0,16.6
20240743,Miguel Flores,M,22,II,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-19,63,11,-0.64,0,13.6
20240744,Ana Castro,F,22,IX,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-30,42,5,0.14,0,17.0
20240745,Felipe Caro,M,19,VII,Alta,Derecho,Derecho y Humanidades,Letras,2026-06-28,10,5,0.42,0,17.2
20240746,Rodrigo Vera,M,18,X,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-13,58,4,0.9,0,15.0
20240747,Brenda Torres,F,24,VIII,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-24,31,5,0.25,0,17.2
20240748,Sofia Nunez,F,22,V,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-17,35,1,0.92,0,19.6
20240749,Fernando Ruiz,M,25,X,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-23,93,23,-0.91,1,7.5
20240750,Gianpierre Luna,M,23,I,Alta,Administracion,Ciencias Empresariales,Negocios,2026-06-01,77,10,-0.16,1,12.4
20240751,Laura Mesa,F,22,IV,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-24,74,7,-0.37,1,11.9
20240752,Hector Vargas,M,20,VI,Baja,Administracion,Ciencias Empresariales,Negocios,2026-05-01,55,1,0.11,0,15.7
20240753,Monica Ruiz,F,20,IV,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-08,45,3,0.8,0,18.3
20240754,Fernando Luna,M,26,VII,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-07,18,1,0.34,0,14.1
20240755,Claudia Aguilar,F,24,X,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-28,28,3,0.08,0,16.6
20240756,Gianpierre Diaz,M,22,II,Media,Derecho,Derecho y Humanidades,Letras,2026-06-12,22,3,0.71,0,18.9
20240757,Gianpierre Fernandez,M,20,IV,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-26,89,17,-0.87,0,9.8
20240758,Javier Paz,M,26,V,Baja,Derecho,Derecho y Humanidades,Letras,2026-05-15,76,6,-0.39,1,13.3
20240759,Brenda Rojas,F,23,VII,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-27,86,13,-0.98,0,10.4
20240760,Natalia Alba,F,19,VII,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-30,31,2,0.11,0,18.0
20240761,Gersson Aguilar,M,23,VI,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-16,23,4,0.38,0,19.3
20240762,Marck Ruiz,M,21,IV,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-29,94,23,-0.91,0,9.1
20240763,Gersson Ruiz,M,20,IV,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-27,45,2,0.89,0,16.7
20240764,Carlos Nunez,M,24,IX,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-11,54,1,0.29,1,19.7
20240765,Pedro Frias,M,24,VIII,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-11,42,3,0.56,0,16.3
20240766,Maria Vargas,F,21,X,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-26,42,3,0.5,0,18.3
20240767,Andres Muro,M,22,IX,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-15,89,22,-0.99,1,7.7
20240768,Jorge Torres,M,21,IV,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-01,50,4,0.97,0,15.9
20240769,Jorge Tello,M,20,VII,Baja,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-21,50,0,0.82,0,15.3
20240770,Maria Mora,F,19,VII,Baja,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-25,48,4,0.21,0,16.7
20240771,Antonella Herrera,F,24,III,Media,Derecho,Derecho y Humanidades,Letras,2026-06-16,33,1,0.9,0,14.6
20240772,Patricia Sanchez,F,21,X,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-11,70,7,-0.17,0,13.9
20240773,Elena Vega,F,21,VIII,Baja,Administracion,Ciencias Empresariales,Negocios,2026-05-07,18,5,0.75,1,14.1
20240774,Astrid Perez,F,18,III,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-18,96,13,-0.76,0,7.0
20240775,Miguel Aguilar,M,19,IV,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-06-18,38,1,0.31,0,16.9
20240776,Jorge Celi,M,26,II,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-07,16,4,0.89,1,16.5
20240777,Silvia Vega,F,24,III,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-15,53,3,0.69,0,18.3
20240778,Astrid Flores,F,19,V,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-09,72,6,-0.16,0,13.1
20240779,Monica Alba,F,20,VII,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-09,32,0,0.27,0,17.0
20240780,Valeria Muro,F,19,I,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-21,93,28,-0.76,1,7.5
20240781,Jorge Vasquez,M,19,VI,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-19,30,3,0.42,0,18.2
20240782,Raul Inofuente,M,21,VII,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-06-04,44,4,0.82,0,16.3
20240783,Ximena Medina,F,21,II,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-01,61,8,-0.36,0,14.4
20240784,Brenda Ortiz,F,20,V,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-23,36,1,0.21,0,15.3
20240785,Diana Muro,F,20,VII,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-14,33,0,0.7,1,18.0
20240786,Angel Vargas,M,18,III,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-06,61,10,-0.2,0,12.5
20240787,Rosa Frias,F,26,V,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-16,81,11,-0.68,0,11.4
20240788,Luis Alba,M,20,IX,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-26,53,3,0.55,0,19.0
20240789,Gonzalo Flores,M,24,III,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-03,18,5,0.21,0,17.7
20240790,Samantha Arce,F,19,VIII,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-11,34,1,0.05,0,16.2
20240791,Astrid Lopez,F,23,X,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-16,78,6,-0.65,1,13.1
20240792,Carmen Celi,F,18,IV,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-06,46,3,0.05,0,15.9
20240793,Brenda Herrera,F,22,VII,Baja,Derecho,Derecho y Humanidades,Letras,2026-05-21,56,2,0.97,1,18.2
20240794,Samantha Peña,F,19,IX,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-07,40,4,0.87,0,14.2
20240795,Carlos Celi,M,19,IV,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-19,42,4,0.99,0,17.7
20240796,Hector Inofuente,M,23,V,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-03,59,5,0.39,0,15.3
20240797,Rosa Cano,F,25,II,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-19,45,0,0.5,0,16.7
20240798,Elena Rojas,F,23,VI,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-12,39,2,0.99,0,19.9
20240799,Valeria Inofuente,F,19,X,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-24,35,3,0.86,0,19.5
20240800,Patricia Rey,F,23,VI,Alta,Administracion,Ciencias Empresariales,Negocios,2026-06-02,53,0,0.62,0,17.9
20240801,Claudia Arce,F,18,III,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-25,73,12,-0.65,1,12.4
20240802,Hugo Leon,M,25,IX,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-06,64,9,-0.24,1,11.7
